,no,id_numbers,id,tweets,keywords
2506,2506,['1667246066788454402'],1.67e+18,"RT @ZeppLaRouche: Liliana Gorini, president of Movisol: 
In the last week we have witnessed the worrying spectacle of our European governme?â‚¬?",nuclear war
2507,2507,['1667245986589048832'],1.67e+18,"Liliana Gorini, president of Movisol: 
In the last week we have witnessed the worrying spectacle of our European governments receiving Zelensky ...to continue the war against Russia, with the prospect of this war escalating into a nuclear conflict.
https://t.co/hCjKwXEoFM",nuclear war
2508,2508,['1667245919438360581'],1.67e+18,"@EliseStefanik 38 counts, nuclear secrets, Allies?â‚¬? war plans, care to change your opinion?",nuclear war
2509,2509,['1667245849527701516'],1.67e+18,"@KenGardner11 Shoot, I missed that. Do we know that he showed unauthorized people plans for nuclear war?",nuclear war
2510,2510,['1667245803855925262'],1.67e+18,"@RepAndyBiggsAZ Such a disgusting tweet. Shame.

He took documents containing our military arsenal, nuclear weapons, war plans, and other secrets. Then he lied about it, entered a conspiracy to hide, destroy and withhold the documents. He even showed them to people who didn't have clearance!",nuclear war
2511,2511,['1667245765582901271'],1.67e+18,"@zigush Wouldn't be surprised. She's climate change crazy and she's uneducated on the subject, just repeating leftist climate propaganda.

But no worries, if US starts nuclear war, we know what to do - Blame Russia ofc. ????",nuclear war
2512,2512,['1667245703813386254'],1.67e+18,@MbuyiseniNdlozi So now the onus is on NATO to prevent a nuclear and not on Russia who invaded their neighbour. Russia threatens nuclear war in order to steal land from Ukraine without any resistance,nuclear war
2513,2513,['1667245658984644608'],1.67e+18,Abandon Washington D.C. all who value their lives. Trump has given nuclear secrets to our mortal enemies. We are at imminent risk of nuclear war and holocaust.,nuclear war
2514,2514,['1667245657114005504'],1.67e+18,"@NoLieWithBTC @johncusack No nuclear secrets here, just divorce papers and shit...

He's so screwed, if this would have happened during the cold war. He'd be facing a firing squad.",nuclear war
2515,2515,['1667245572158267392'],1.67e+18,"Trump hid classified info including war plans and nuclear secrets in a bathroom, shower, public ballroom, and bedroom at Mar-a-Lago.

Trump is one sick puppy.  This goes beyond mere espionage and theft into the realm of severe mental illness.

#IndictmentUnsealed 
#38Counts https://t.co/9LcpxbpKda",nuclear war
2517,2517,['1667245536087363587'],1.67e+18,"RT @20committee: Now we go nuclear. IC war going to new levels. Just got an EM fm senior IC friend, it began: ""He will die in jail.""

https?â‚¬?",nuclear war
2518,2518,['1667245525945536512'],1.67e+18,"@OneLostVoyager Not for the first time, he scratches his head.

""...Uh, sure, thanks!""

In his own galaxy and the wider multiverse, explorers had found the ruins of all too many civilizations which destroyed themselves. Be it by destroying their climate, nuclear war, or other means...",nuclear war
2519,2519,['1667245499492061205'],1.67e+18,@KimDotcom @jclarke713 @CanariesBlue Nuclear war great way to cause a reset and the evil people currently in control can do what they did on repeat as most of us would be dead . Seems we have a reset every decade and no one can remember what happened in the past,nuclear war
2520,2520,['1667245498078486528'],1.67e+18,@ericswalwell This is where I store the US plans for nuclear war.,nuclear war
2521,2521,['1667245495247425561'],1.67e+18,"RT @serhiyprytula: What are you waiting for, World? Until
they blow up Zaporizhzhya Nuclear Power Plant?

Throw russia out of the UN, start?â‚¬?",nuclear war
2522,2522,['1667245468290514946'],1.67e+18,"The fight between good and evil continues, while the fear of a nuclear holocaust haunts us. This piece is a tribute to all the victims of the Ukraine/Russia war who are suffering because of an evil man!

https://t.co/3yNmJmo0Ua",nuclear war
2523,2523,['1667245458765520901'],1.67e+18,"@World_At_War_6 @Terror_Alarm MIDDLE EAST HISTORY IS FULL OF WAR 
ITS GOOD MIDDLE EAST COUNTRIES DONT HAVE NUCLEAR WEAPONS",nuclear war
2526,2526,['1667245417170599936'],1.67e+18,@MbuyiseniNdlozi I agree with you on the the nuclear war issue. The problem is not Ukraine however. It is Putin the criminal.,nuclear war
2528,2528,['1667245342906101761'],1.67e+18,"RT @calxandr: Moscow's reckless destruction of Khakhovka exacts an incalculable human &amp; ecological toll, &amp; risks nuclear catastrophe upstre?â‚¬?",nuclear war
2531,2531,['1667245322169352193'],1.67e+18,"@HankRacette But that works both ways. You don't just dismiss or downplay this kind of indictment the way he kinda sorta did last night. This isn't about paying hush money to porn stars, but actually showing unauthorized person top secrets going all the way to plans for nuclear war.",nuclear war
2532,2532,['1667245292243283969'],1.67e+18,"@RussianEmbassy @Telegraph @TelegraphWorld @BBCWorld @SkyNews @guardian @GBNEWS @LBCNews @standardnews @Daily_Express @DailyMirror You state sanctioned news pundits have been calling for literal genocide and nuclear war since the start of this entire conflict. Meanwhile yall haven't said a damn thing about the crimes your soldiers have committed. No public talks, no condemnation, nothing. Not a word.",nuclear war
2533,2533,['1667245286018764824'],1.67e+18,"@MikaelValterss1 1. Peace deal (can?â‚¬?t see nato doing it). 

2.  Status quo and forever war (most likely). 

3. NATO dramatically I increased support (resulting in nuclear war or China jumping in to supply Russia). 

Thoughts?",nuclear war
2535,2535,['1667245226832941067'],1.67e+18,@TomFitton @JudicialWatch So you are saying that ex presidents can have war plans and nuclear capabilities of foreign countries as good reading material in the bathroom for guests ? That makes a lot of sense,nuclear war
2536,2536,['1667245158436425740'],1.67e+18,"RT @AndrewLye: When will the Ukraine war be renamed World War 3.
The destruction of the dam is the biggest action so far and shows Pugin mi?â‚¬?",nuclear war
2537,2537,['1667245120226316299'],1.67e+18,@WajahatAli @mtmama3skullz Is this why Putin was threatening with a nuclear war at the beginning of  his invasion to Ukraine ? Was he expecting  these nuke docs to reach him?,nuclear war
2538,2538,['1667245102438203392'],1.67e+18,@ZelenskyyUa @POTUS That support is for the war to continue and for more Ukrainian people to die.  And you are a piece on the chessboard.  You can never win against the world's greatest nuclear power....but I see there are brainwashed naive people.,nuclear war
2539,2539,['1667245027435728930'],1.67e+18,"@KateGoesTech I?â‚¬?m a massive supporter for central and Eastern Europe. But I think that term ?â‚¬?gifted?â‚¬? is wrong. Perhaps we should have gone to war with the ussr with our nuclear advantage at the time, (in hindsight yes), but Stalin gave assurances (ha!) so realistically what could we do?",nuclear war
2540,2540,['1667244953137827853'],1.67e+18,RT @RealNews3362: Russia's war in Ukraine raises a harrowing question: How widespread would fallout from a nuclear ... https://t.co/s0KFtnO?â‚¬?,nuclear war
2542,2542,['1667244831255711745'],1.67e+18,Putin is playing Belarus like fiddle using them to start a nuclear war and going on saying it?â‚¬?s not Russia that started it.  https://t.co/H40aDw1TF7,nuclear war
2544,2544,['1667244652871798800'],1.67e+18,"@illiquidxyz @egodead .@egodead is an absolute legend. 

Sharing ?â‚¬?Nuclear War?â‚¬? here, as well. Huge fan! ???????? https://t.co/TAyb1APAJd",nuclear war
2545,2545,['1667244613286113280'],1.67e+18,RT @IreneDa13603501: The     Biden Crime Family Enriches Itself While In Direct Cahoots With The Chinese     Military As They Wage War On T?â‚¬?,nuclear war
2546,2546,['1667244431647588363'],1.67e+18,"The     Biden Crime Family Enriches Itself While In Direct Cahoots With The Chinese     Military As They Wage War On The Human Race And Push World Closer To WW3     And Nuclear Annihilation

https://t.co/EPo4NuhlN4 https://t.co/k45X6sK2Bh",nuclear war
2547,2547,['1667244422835175424'],1.67e+18,@JerasIkehorn Is this why Putin was threatening with a nuclear war at the beginning of  his invasion to Ukraine ? Was he expecting  these nuke docs to reach him?,nuclear war
2548,2548,['1667244393982578696'],1.67e+18,"@JFredBeck2 @bhhawkins93 @EliotJacobson Planet will be fine assuming the social effects of collapse don't push us into all out nuclear war. Even then, something will survive but that's probably the ""worst timeline.""",nuclear war
2550,2550,['1667244119012552709'],1.67e+18,Russia's war in Ukraine raises a harrowing question: How widespread would fallout from a nuclear ... https://t.co/s0KFtnOQEo via @YahooNews,nuclear war
2551,2551,['1667244101056581640'],1.67e+18,@MikeChorost @BeschlossDC Your phone out of battery while taking a shit? Just help yourself to some Iranian war plans on the left. Israeli nuclear secrets all the way on your right?â‚¬?,nuclear war
2553,2553,['1667243986262675468'],1.67e+18,"@brettdavis79 @NoLieWithBTC If he?â‚¬?s keeping these from the gov, he doesn?â‚¬?t trust them. The gov are the ones in complete control of whether a nuclear war is started. Therefore, allowing the gov to develop nuclear weapons and strategies is putting the world at risk.",nuclear war
2554,2554,['1667243975747444748'],1.67e+18,"RT @DevanaUkraine: WTF? The #UN is not sure that blowing up the Kakhovska HPP is a war crime, said a representative of the office of the UN?â‚¬?",nuclear war
2557,2557,['1667243865437249554'],1.67e+18,"@TOPDOGE007 @krassenstein Trump had our nuclear capabilities, our military vulnerabilities, war plans and more. Who waltzed into Mar-A-Lago and helped themselves? Trump  has endangered us all, our military, our children's  lives,  and he needs to face the highest penalty for treason.",nuclear war
2558,2558,['1667243865282060298'],1.67e+18,RT @Annibal97783312: Just finished recording a #radiowarned episode with the dynamic duo @TheWarNerd  and @MarkAmesExiled  about the beauti?â‚¬?,nuclear war
2559,2559,['1667243691080032285'],1.67e+18,@abbydphillip @PrincessBravato Is this why Putin was threatening with a nuclear war at the beginning of  his invasion to Ukraine ? Was he e or ting these docs to reach him?,nuclear war
2564,2564,['1667243472711983104'],1.67e+18,"RT @williamcrawley: These top secret documents that Trump took with him out of office deal with war plans, nuclear capabilities, and detail?â‚¬?",nuclear war
2565,2565,['1667243458321326100'],1.67e+18,"RT @timnitGebru: with superior intelligence and rationality), cannot be bothered to think of mundane day to day activities such as war. Eve?â‚¬?",nuclear war
2566,2566,['1667243447277723669'],1.67e+18,"Now they constantly threaten nuclear escalation because they're scared of equipment being sent. They cheer the destruction cold war systems not even operating at their full potential acting like they've taken out some sort of super weapon.
Slava Ukraini! Glory to the heros! ????????",nuclear war
2567,2567,['1667243444484317196'],1.67e+18,"RT @uaexplainers: The destruction of the Kakhovka dam is a war crime, a humanitarian disaster, an act of ecocide, and a nuclear escalation?â‚¬?",nuclear war
2568,2568,['1667243423903141889'],1.67e+18,"RT @BhavikaKapoor5: Russia to deploy tactical nuclear weapons in Belarus in July, says Putin

- Putin says the United States and its Wester?â‚¬?",nuclear war
2569,2569,['1667243391023710208'],1.67e+18,"RT @MbuyiseniNdlozi: A nuclear war is useless because no one can win it. 

Is NATO really willing to risk the fate of humanity just so it c?â‚¬?",nuclear war
2570,2570,['1667243349856915457'],1.67e+18,@sionstyx taiwan is a part of china we dont want nuclear war,nuclear war
2572,2572,['1667243297973084169'],1.67e+18,"@TOPDOGE007 @krassenstein Trump had our nuclear capabilities, our military vulnerabilities, war plans and more. Who waltzed into Mar-A-Lago and helped themselves? Trump  has endangered us all, our military, our children's lives, and he needs to face the highest penalty for treason.",nuclear war
2573,2573,['1667243219309166592'],1.67e+18,"RT @PompeiusMagnas_: My prediction for India on coming next 20 yrs 

-Economic collapse/disaster 
-Kargil type war with Pak or China 
-Full?â‚¬?",nuclear war
2574,2574,['1667243102694678541'],1.67e+18,"@philosophytweet Currently,it's Nuclear war.",nuclear war
